category,subcategory,name,specification,text message,option 1,option 2,option 3,option 4,option 5,option 6,option 7,option 8,option 9,option 10,name of flow,flow id,node id
Content,Time,CheckIn,One on one time,"Sorry, I don't understand what you mean.",,,,,,,,,,,PLH - Content - Time - CheckIn - One on one time,063a49f7-fbff-47d6-8533-16030740ebbf,c0c56dbc-ea86-4b42-bf7b-c18b0b122fbf
Content,Time,CheckIn,One on one time,"Sorry, I don't understand what you mean.",,,,,,,,,,,PLH - Content - Time - CheckIn - One on one time,063a49f7-fbff-47d6-8533-16030740ebbf,c3176755-9d4a-453d-a49d-ec04e0bc251e
Content,Time,CheckIn,One on one time,"That is okay! Remember you can access parenting content at anytime by typing ""Help"". Chat to you later!",,,,,,,,,,,PLH - Content - Time - CheckIn - One on one time,063a49f7-fbff-47d6-8533-16030740ebbf,3cab58a0-42b9-49ff-beb0-8290f043dc26
Content,Time,CheckIn,One on one time,We understand that spending One-on-One Time can sometimes be difficult. Here are some of the main reasons parents struggle. Which one is the closest to you?,Not enough time,My child did not want to spend time with me,All my child wanted to do is watch T.V. or play with a gadget,My child wanted to do things I felt uncomfortable about,My child wanted to do activities that I could not do,My child chose a competitive activity. I won and then they got angry,My child had a tantrum at the end of One-on-One Time,My child wanted to do too many things at once,All my children wanted One-on-One Time at the same time,Prefer not to say,PLH - Content - Time - CheckIn - One on one time,063a49f7-fbff-47d6-8533-16030740ebbf,1eaddb6d-aacc-467e-978c-f43ab6e6244e
Content,Time,CheckIn,One on one time,"It can be hard to find time during your day, with work, chores, and everything else. Can you think of a time each day that you can make 5 minutes or a bit more? You can even make household chores into a game to do together. Even 5 minutes can make a big difference! ",,,,,,,,,,,PLH - Content - Time - CheckIn - One on one time,063a49f7-fbff-47d6-8533-16030740ebbf,28165f49-36b3-4aae-a376-e478af865c00
Content,Time,CheckIn,One on one time,"If your child wants to do things that are too difficult for you to physically do, you can simply watch your child. Try describing what they are doing like a sports announcer and praising what they do!",,,,,,,,,,,PLH - Content - Time - CheckIn - One on one time,063a49f7-fbff-47d6-8533-16030740ebbf,60809641-afb7-4199-ab2c-7ac3cd1db568
Content,Time,CheckIn,One on one time,"Children often want to spend time watching T.V. or playing with a gadget. Sometimes you might want to give them some other fun options to do instead (Type: ""Help"" if you want a suggestion).",,,,,,,,,,,PLH - Content - Time - CheckIn - One on one time,063a49f7-fbff-47d6-8533-16030740ebbf,a951fe38-6df0-4857-8836-e96b0dc44685
Content,Time,CheckIn,One on one time,It can make you feel bad if your children do not want to spend One-on-One Time with you. Think to yourself: When are they more open to you? Maybe in the morning or right before bedtime.,,,,,,,,,,,PLH - Content - Time - CheckIn - One on one time,063a49f7-fbff-47d6-8533-16030740ebbf,0cc5174e-69d6-4329-8e4d-5ee8914ffcc0
Content,Time,CheckIn,One on one time,"Competitive games can be challenging for children (and adults!) if they have difficulty losing. You may want to suggest other activities that you can play together instead of against each other (Type ""Help"" if you want a suggestion"").",,,,,,,,,,,PLH - Content - Time - CheckIn - One on one time,063a49f7-fbff-47d6-8533-16030740ebbf,220a4b45-165b-4f44-b7dc-e9a5b4a73afc
Content,Time,CheckIn,One on one time,"Sometimes our children will suggest activities that are violent or unsafe. Explain why they can't, and try suggesting alternative activities that would be more appropriate. Type ""Help"" if you want a suggestion.",,,,,,,,,,,PLH - Content - Time - CheckIn - One on one time,063a49f7-fbff-47d6-8533-16030740ebbf,ae426421-785e-4abe-842c-64fe83e92655
Content,Time,CheckIn,One on one time,"If your child is very young, it is normal for them to have a short attention span and want to do many things during One-on-One Time. Just accept your child and follow their lead moving from one activity to the next.",,,,,,,,,,,PLH - Content - Time - CheckIn - One on one time,063a49f7-fbff-47d6-8533-16030740ebbf,f1a218d8-6cba-47c5-b2b9-c1eba3fcfa5f
Content,Time,CheckIn,One on one time,"You can also find something educational to do together with your child on the gadget. Or maybe ask your child to show you what is their favourite thing to do on the gadget. Just be patient. Soon they may open up to other activities, too!",,,,,,,,,,,PLH - Content - Time - CheckIn - One on one time,063a49f7-fbff-47d6-8533-16030740ebbf,7c2c1b03-a2fd-4d13-980e-1b77627b5d33
Content,Time,CheckIn,One on one time,"The end of One-on-One Time can sometimes be difficult for your child. Try giving your child a Transition Warning about a minute before the end of One-on-One Time: ""In one minute, One-on-One Time will be over and it will be time to wash our hands before dinner...""",,,,,,,,,,,PLH - Content - Time - CheckIn - One on one time,063a49f7-fbff-47d6-8533-16030740ebbf,d7dbec9b-a6a4-4117-8a83-4a9c50a8dcc7
Content,Time,CheckIn,One on one time,You can also just sit next to your child while they are doing something they enjoy (like watching a T.V. show) and show them that you are interested in what they like. If you take their lead they will see that you care.,,,,,,,,,,,PLH - Content - Time - CheckIn - One on one time,063a49f7-fbff-47d6-8533-16030740ebbf,55b674c3-a26e-45f9-a41e-7ba68416d287
Content,Time,CheckIn,One on one time,"It can be difficult to spend One-on-One Time with each one child when you have more than one child. If possible, you can ask another adult or older sibling to look after the other children while you spend One-on-One Time with one child. ",,,,,,,,,,,PLH - Content - Time - CheckIn - One on one time,063a49f7-fbff-47d6-8533-16030740ebbf,e03b5125-ea54-4004-aa87-138d4cc3bfbf
Content,Time,CheckIn,One on one time,"If your child is too young to understand how long a minute is, then you can set a number of time to repeat the activity: ""5 more tries and then it will be time for wash our hands before dinner…""",,,,,,,,,,,PLH - Content - Time - CheckIn - One on one time,063a49f7-fbff-47d6-8533-16030740ebbf,4c17e72a-07be-4e23-951d-b48d5687ad54
Content,Time,CheckIn,One on one time,"We are sorry to hear that you have been having some difficulties spending One-on-One Time with your children. Please type ""Help"" for other advice that might be of use to you. Thank you for trying your best!",,,,,,,,,,,PLH - Content - Time - CheckIn - One on one time,063a49f7-fbff-47d6-8533-16030740ebbf,9f0c9d80-b623-489a-a466-5764728ffc84
Content,Time,CheckIn,One on one time,"Only give the transition warning once. When One-on-One Time is over, thank your child for spending time with you. Then enthusiastically redirect your child to the next activity like washing hands before dinner.",,,,,,,,,,,PLH - Content - Time - CheckIn - One on one time,063a49f7-fbff-47d6-8533-16030740ebbf,e360814b-7719-4ddc-bf4c-58cedd41d26a
Content,Time,CheckIn,One on one time,"You can also think of times when it would be easier to spend One-on-One Time each child, like later in the evening with an older child after the others have gone to sleep.",,,,,,,,,,,PLH - Content - Time - CheckIn - One on one time,063a49f7-fbff-47d6-8533-16030740ebbf,212e8b15-a9c7-44f0-8329-1ed6362a8d16
Content,Time,CheckIn,One on one time,"You can also spend One-on-One Time with all of your children at once! 
Type ""Help"" for activities that you can do as a whole family",,,,,,,,,,,PLH - Content - Time - CheckIn - One on one time,063a49f7-fbff-47d6-8533-16030740ebbf,cb0b15f1-cc76-492c-a67b-64706dd491df
